Suburb,Rooms,Type,Price,Method,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Postcode_Agrupado,Airbnb_Price
Glenroy,3,h,806500.0,S,3046,1,2,766.0,127.0,1965,Moreland,-37.6988,144.9372,Northern Metropolitan,3099.0,69.03333
Glenroy,5,h,1150000.0,PI,3046,3,2,700.0,,,Moreland,-37.7095,144.9253,Northern Metropolitan,3099.0,69.03333
Glenroy,5,h,850000.0,PI,3046,3,1,487.0,,,Moreland,-37.7088,144.92600000000004,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,550000.0,VB,3046,2,1,683.0,138.0,2017,Moreland,-37.6964,144.9314,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,822000.0,S,3046,1,4,700.0,105.0,1950,Moreland,-37.6988,144.9438,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,980000.0,SP,3046,2,3,1029.0,136.0,1950,Moreland,-37.7115,144.9147,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,670000.0,S,3046,1,1,652.0,,,Moreland,-37.7062,144.9261,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,430000.0,PI,3046,1,1,164.0,100.0,2010,Moreland,-37.7072,144.9252,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,852500.0,S,3046,1,2,832.0,,,Moreland,-37.7126,144.9122,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,1025000.0,S,3046,2,4,1011.0,,,Moreland,-37.711999999999996,144.9127,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,540000.0,VB,3046,1,1,164.0,114.0,2010,Moreland,-37.7082,144.9178,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,530000.0,SP,3046,1,2,643.0,,,Moreland,-37.6978,144.9276,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,721000.0,S,3046,1,2,674.0,,1976,Moreland,-37.7102,144.9362,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,737000.0,S,3046,1,4,640.0,97.0,1950,Moreland,-37.6986,144.9243,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,575500.0,S,3046,1,1,701.0,,,Moreland,-37.6953,144.9397,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,600000.0,S,3046,1,2,702.0,,,Moreland,-37.6999,144.9387,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,460000.0,SP,3046,2,2,224.0,3.0,1950,Moreland,-37.702,144.9507,Northern Metropolitan,3099.0,69.03333
Glenroy,3,t,370000.0,PI,3046,2,1,259.0,,2003,Moreland,-37.6977,144.9149,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,691000.0,S,3046,1,2,753.0,,,Moreland,-37.7065,144.9374,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,500000.0,S,3046,1,1,589.0,,,Moreland,-37.6993,144.9393,Northern Metropolitan,3099.0,69.03333
Glenroy,3,t,545000.0,S,3046,2,1,136.0,130.0,2014,Moreland,-37.7112,144.9142,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,670000.0,PI,3046,1,4,734.0,140.0,1960,Moreland,-37.7007,144.9378,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,572000.0,S,3046,1,2,627.0,,,Moreland,-37.6974,144.9326,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,702000.0,S,3046,1,4,606.0,124.0,1956,Moreland,-37.7104,144.9088,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,730000.0,S,3046,1,1,705.0,115.0,1950,Moreland,-37.705999999999996,144.9245,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,711500.0,S,3046,1,3,667.0,81.0,1950,Moreland,-37.7005,144.9185,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,820000.0,VB,3046,2,4,805.0,,,Moreland,-37.708,144.9211,Northern Metropolitan,3099.0,69.03333
Glenroy,5,h,810000.0,S,3046,4,4,695.0,176.0,1950,Moreland,-37.7028,144.9377,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,250000.0,SP,3046,1,1,0.0,61.0,1970,Moreland,-37.711,144.9178,Northern Metropolitan,3099.0,69.03333
Glenroy,3,t,460000.0,S,3046,1,1,325.0,106.0,1970,Moreland,-37.7001,144.9291,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,793000.0,S,3046,1,2,780.0,120.0,1960,Moreland,-37.7,144.9427,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,340000.0,S,3046,1,1,0.0,74.0,1970,Moreland,-37.7071,144.9176,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,596000.0,S,3046,1,3,624.0,,,Moreland,-37.6967,144.9313,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,447500.0,S,3046,1,1,320.0,130.0,2000,Moreland,-37.6949,144.9122,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,588000.0,S,3046,1,1,616.0,125.0,1960,Moreland,-37.7029,144.9053,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,420000.0,PI,3046,1,2,0.0,96.0,1960,Moreland,-37.7025,144.9504,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,410000.0,SP,3046,1,2,200.0,81.0,2000,Moreland,-37.7002,144.9428,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,688000.0,S,3046,1,4,700.0,,,Moreland,-37.7022,144.924,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,612500.0,S,3046,2,3,635.0,,,Moreland,-37.7006,144.9239,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,525000.0,S,3046,1,1,665.0,85.0,1950,Moreland,-37.6966,144.9331,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,703000.0,S,3046,1,4,704.0,102.0,1960,Moreland,-37.7021,144.9136,Northern Metropolitan,3099.0,69.03333
Glenroy,4,t,608000.0,S,3046,2,1,252.0,150.0,2014,Moreland,-37.7006,144.9299,Northern Metropolitan,3099.0,69.03333
Glenroy,5,h,705000.0,PI,3046,3,2,612.0,,1970,Moreland,-37.7022,144.9054,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,577000.0,S,3046,1,2,706.0,,,Moreland,-37.7053,144.9372,Northern Metropolitan,3099.0,69.03333
Glenroy,4,t,607000.0,S,3046,3,2,0.0,131.0,2014,Moreland,-37.7102,144.9112,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,765500.0,S,3046,2,2,780.0,180.0,1970,Moreland,-37.6955,144.9389,Northern Metropolitan,3099.0,69.03333
Glenroy,3,u,470000.0,SP,3046,1,2,187.0,99.0,2014,Moreland,-37.7098,144.9163,Northern Metropolitan,3099.0,69.03333
Glenroy,3,u,482500.0,SP,3046,1,1,265.0,,1995,Moreland,-37.7083,144.9158,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,580000.0,S,3046,1,2,650.0,142.0,1960,Moreland,-37.7002,144.9408,Northern Metropolitan,3099.0,69.03333
Glenroy,2,t,434500.0,S,3046,1,1,125.0,,1975,Moreland,-37.7042,144.9211,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,620250.0,S,3046,1,2,253.0,91.0,2012,Moreland,-37.7117,144.9135,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,710000.0,S,3046,1,1,796.0,104.0,1960,Moreland,-37.6955,144.9253,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,630000.0,S,3046,1,2,630.0,130.0,1960,Moreland,-37.7002,144.9232,Northern Metropolitan,3099.0,69.03333
Glenroy,2,t,420000.0,SP,3046,1,1,307.0,,,Moreland,-37.7117,144.9348,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,600000.0,S,3046,1,4,541.0,139.0,1968,Moreland,-37.7051,144.9069,Northern Metropolitan,3099.0,69.03333
Glenroy,3,t,550000.0,SP,3046,2,2,212.0,129.0,2010,Moreland,-37.7073,144.9277,Northern Metropolitan,3099.0,69.03333
Glenroy,3,u,460000.0,S,3046,2,1,190.0,,,Moreland,-37.6997,144.9367,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,600000.0,SP,3046,1,2,586.0,159.0,1968,Moreland,-37.6975,144.9065,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,1217500.0,S,3046,3,2,693.0,192.0,2014,Moreland,-37.7111,144.9275,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,600000.0,SP,3046,1,2,599.0,150.0,1960,Moreland,-37.7009,144.9291,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,570000.0,PI,3046,2,2,585.0,146.0,1975,Moreland,-37.6977,144.9071,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,655000.0,SP,3046,1,2,695.0,,,Moreland,-37.6985,144.9441,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,500000.0,SP,3046,1,4,677.0,,,Moreland,-37.695,144.9271,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,762700.0,SP,3046,1,4,597.0,100.0,1960,Moreland,-37.7097,144.9351,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,465000.0,S,3046,1,1,176.0,89.0,2012,Moreland,-37.7081,144.912,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,741250.0,S,3046,1,1,668.0,88.0,1955,Moreland,-37.7067,144.9331,Northern Metropolitan,3099.0,69.03333
Glenroy,2,t,488500.0,S,3046,2,1,190.0,2.0,,Moreland,-37.7072,144.9241,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,787500.0,S,3046,2,2,650.0,,,Moreland,-37.7004,144.9411,Northern Metropolitan,3099.0,69.03333
Glenroy,2,u,442000.0,S,3046,1,1,245.0,,,Moreland,-37.7076,144.9097,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,726335.0,S,3046,1,2,590.0,,,Moreland,-37.7072,144.938,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,630000.0,S,3046,2,2,602.0,180.0,1950,Moreland,-37.7005,144.9258,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,670000.0,S,3046,1,3,705.0,135.0,1950,Moreland,-37.6967,144.9116,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,417000.0,S,3046,1,1,172.0,77.0,2013,Moreland,-37.7074,144.9086,Northern Metropolitan,3099.0,69.03333
Glenroy,3,t,600000.0,VB,3046,1,2,258.0,143.0,2001,Moreland,-37.7047,144.9087,Northern Metropolitan,3099.0,69.03333
Glenroy,3,t,440000.0,SP,3046,2,1,215.0,121.0,2010,Moreland,-37.6952,144.9256,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,501000.0,SP,3046,1,1,348.0,,,Moreland,-37.7119,144.9111,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,660000.0,S,3046,1,2,657.0,116.0,1950,Moreland,-37.7019,144.9225,Northern Metropolitan,3099.0,69.03333
Glenroy,3,h,722000.0,S,3046,1,3,781.0,,,Moreland,-37.7048,144.9097,Northern Metropolitan,3099.0,69.03333
Glenroy,2,h,270000.0,PI,3046,1,1,155.0,155.0,2000,Moreland,-37.6972,144.9239,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,825000.0,S,3046,2,4,768.0,194.0,1970,Moreland,-37.6979,144.9377,Northern Metropolitan,3099.0,69.03333
Glenroy,4,h,638000.0,S,3046,2,1,624.0,258.0,2005,Moreland,-37.6969,144.9334,Northern Metropolitan,3099.0,69.03333
Gowanbrae,3,h,631000.0,S,3043,2,2,608.0,138.0,2001,Moreland,-37.709,144.8925,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,t,532000.0,S,3043,2,1,149.0,19.0,2005,Moreland,-37.7068,144.8963,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,500000.0,S,3043,2,1,140.0,,,Moreland,-37.7071,144.8959,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,504000.0,S,3043,2,1,215.0,139.0,2004,Moreland,-37.709,144.8964,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,t,468000.0,S,3043,2,2,178.0,138.0,2000,Moreland,-37.7087,144.8962,Western Metropolitan,3099.0,114.82758
Gowanbrae,4,h,802500.0,S,3043,2,2,0.0,264.0,2005,Moreland,-37.705,144.9004,Western Metropolitan,3099.0,114.82758
Gowanbrae,4,h,709000.0,PI,3043,2,2,453.0,213.0,2007,Moreland,-37.7016,144.8974,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,700000.0,SP,3043,2,2,691.0,,,Moreland,-37.7089,144.8927,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,485000.0,S,3043,2,1,175.0,134.0,2004,Moreland,-37.7076,144.8961,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,540000.0,VB,3043,2,1,367.0,141.0,2008,Moreland,-37.704,144.8989,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,390000.0,PI,3043,2,1,158.0,136.0,2005,Moreland,-37.7091,144.8958,Western Metropolitan,3099.0,114.82758
Gowanbrae,4,h,800000.0,S,3043,2,2,719.0,251.0,2000,Moreland,-37.7062,144.8978,Western Metropolitan,3099.0,114.82758
Gowanbrae,3,h,525000.0,PI,3043,2,1,223.0,,,Moreland,-37.704,144.8984,Western Metropolitan,3099.0,114.82758
Gowanbrae,4,h,740000.0,SP,3043,2,2,453.0,213.0,2007,Moreland,-37.7016,144.8974,Western Metropolitan,3099.0,114.82758
Hadfield,3,h,605000.0,PI,3046,1,2,597.0,116.0,1960,Moreland,-37.711,144.9478,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,685500.0,SP,3046,1,2,724.0,103.0,1970,Moreland,-37.7076,144.9481,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,610000.0,S,3046,1,1,394.0,98.0,1950,Moreland,-37.7153,144.9507,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,630000.0,S,3046,1,1,604.0,112.0,1970,Moreland,-37.7124,144.9514,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,870000.0,S,3046,3,5,591.0,268.0,2010,Moreland,-37.7127,144.9489,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,810000.0,S,3046,2,2,592.0,129.0,1950,Moreland,-37.7149,144.9473,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,840000.0,S,3046,1,2,608.0,,,Moreland,-37.7114,144.9378,Northern Metropolitan,3099.0,69.03333
Hadfield,5,h,585000.0,S,3046,2,1,590.0,,,Moreland,-37.711,144.9481,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,772500.0,S,3046,2,2,595.0,,1983,Moreland,-37.7116,144.9468,Northern Metropolitan,3099.0,69.03333
Hadfield,3,u,465000.0,SP,3046,1,1,225.0,,2005,Moreland,-37.7068,144.9467,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,719000.0,S,3046,1,4,692.0,,1980,Moreland,-37.7084,144.9412,Northern Metropolitan,3099.0,69.03333
Hadfield,2,u,487000.0,SP,3046,1,2,198.0,96.0,2010,Moreland,-37.7132,144.9488,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,700000.0,S,3046,2,2,700.0,168.0,1950,Moreland,-37.7056,144.9384,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,600500.0,S,3046,2,1,462.0,161.0,1970,Moreland,-37.7062,144.9387,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,730000.0,S,3046,1,2,570.0,134.0,1970,Moreland,-37.7106,144.9491,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,800000.0,S,3046,2,2,565.0,116.0,1960,Moreland,-37.7094,144.9377,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,918000.0,S,3046,2,2,763.0,,,Moreland,-37.7123,144.9426,Northern Metropolitan,3099.0,69.03333
Hadfield,3,t,750000.0,S,3046,2,2,301.0,251.0,2011,Moreland,-37.715,144.9475,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,740000.0,S,3046,1,1,568.0,115.0,1960,Moreland,-37.7077,144.9438,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,721000.0,S,3046,1,3,539.0,,1960,Moreland,-37.7098,144.9446,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,646000.0,S,3046,1,2,574.0,106.0,1970,Moreland,-37.7157,144.9507,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,545000.0,S,3046,2,3,230.0,113.0,2000,Moreland,-37.7073,144.9486,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,770000.0,S,3046,1,2,700.0,,,Moreland,-37.705,144.9469,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,777000.0,S,3046,1,2,700.0,176.0,1960,Moreland,-37.704,144.9399,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,722000.0,S,3046,3,1,580.0,103.0,1950,Moreland,-37.7098,144.9424,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,545000.0,SP,3046,1,3,591.0,102.0,1960,Moreland,-37.7128,144.9471,Northern Metropolitan,3099.0,69.03333
Hadfield,3,t,510000.0,PI,3046,2,2,234.0,115.0,2012,Moreland,-37.707,144.9411,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,542500.0,S,3046,1,1,359.0,,1960,Moreland,-37.7133,144.9436,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,631500.0,S,3046,1,3,593.0,95.0,1965,Moreland,-37.7133,144.947,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,750074.0,SP,3046,2,1,302.0,,,Moreland,-37.7149,144.9474,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,591000.0,S,3046,1,1,557.0,,,Moreland,-37.7079,144.9432,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,550000.0,SP,3046,1,3,610.0,142.0,1960,Moreland,-37.7107,144.9419,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,330000.0,VB,3046,1,1,249.0,2.0,1970,Moreland,-37.714,144.939,Northern Metropolitan,3099.0,69.03333
Hadfield,5,h,800000.0,VB,3046,2,1,808.0,,,Moreland,-37.7091,144.9491,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,725000.0,S,3046,2,4,560.0,,,Moreland,-37.7136,144.9374,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,815000.0,S,3046,2,2,672.0,,1950,Moreland,-37.7083,144.9495,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,715888.0,S,3046,1,1,613.0,92.0,1960,Moreland,-37.7099,144.938,Northern Metropolitan,3099.0,69.03333
Hadfield,4,h,650000.0,S,3046,1,4,588.0,,,Moreland,-37.7096,144.9404,Northern Metropolitan,3099.0,69.03333
Hadfield,2,t,468000.0,S,3046,1,1,137.0,110.0,2012,Moreland,-37.707,144.9413,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,1102000.0,S,3046,1,2,1020.0,,,Moreland,-37.709,144.9434,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,515000.0,S,3046,1,2,345.0,79.0,1990,Moreland,-37.7128,144.9496,Northern Metropolitan,3099.0,69.03333
Hadfield,3,h,716000.0,S,3046,1,2,594.0,,,Moreland,-37.709,144.9483,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,640000.0,SP,3046,1,1,612.0,,,Moreland,-37.7109,144.9389,Northern Metropolitan,3099.0,69.03333
Hadfield,2,h,460000.0,S,3046,1,4,360.0,,,Moreland,-37.7074,144.9407,Northern Metropolitan,3099.0,69.03333
Hampton,2,u,895000.0,S,3188,1,1,228.0,87.0,1975,Bayside,-37.9355,145.0008,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,587000.0,S,3188,1,1,0.0,74.0,1975,Bayside,-37.9419,145.0019,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,720000.0,S,3188,1,1,832.0,,,Bayside,-37.9387,145.0063,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,2140000.0,S,3188,2,3,688.0,187.0,1925,Bayside,-37.9319,145.0173,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1600000.0,VB,3188,2,2,607.0,242.0,2011,Bayside,-37.9324,145.0235,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1003500.0,S,3188,1,2,289.0,109.0,1998,Bayside,-37.9338,145.0226,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,802000.0,SP,3188,1,1,0.0,85.0,1965,Bayside,-37.939,145.0137,Southern Metropolitan,3199.0,245.11267
Hampton,4,t,1500000.0,VB,3188,1,1,692.0,,,Bayside,-37.9386,145.0055,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1686500.0,S,3188,2,2,664.0,,,Bayside,-37.9394,145.0099,Southern Metropolitan,3199.0,245.11267
Hampton,5,h,1400000.0,VB,3188,2,2,434.0,168.0,,Bayside,-37.9361,145.0243,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1560000.0,PI,3188,1,3,593.0,125.0,1955,Bayside,-37.9399,145.0204,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,680000.0,VB,3188,1,2,0.0,78.0,,Bayside,-37.939,145.0219,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1715000.0,S,3188,1,2,765.0,,,Bayside,-37.9358,145.018,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,760000.0,S,3188,1,1,90.0,86.0,1985,Bayside,-37.9389,145.0186,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,616000.0,PI,3188,1,1,0.0,104.0,2005,Bayside,-37.9373,145.0027,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1680000.0,S,3188,1,1,723.0,90.0,1955,Bayside,-37.9437,145.0175,Southern Metropolitan,3199.0,245.11267
Hampton,2,t,890000.0,S,3188,2,2,181.0,,,Bayside,-37.9433,145.019,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1120000.0,S,3188,2,3,373.0,113.0,1984,Bayside,-37.9395,145.0088,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1250000.0,PI,3188,3,2,398.0,220.0,2014,Bayside,-37.9381,145.0161,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,2000000.0,PI,3188,3,4,615.0,248.0,1925,Bayside,-37.9429,145.0072,Southern Metropolitan,3199.0,245.11267
Hampton,5,h,1805000.0,S,3188,2,2,700.0,224.0,1950,Bayside,-37.9419,145.0156,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1460000.0,SP,3188,2,2,487.0,,,Bayside,-37.9356,145.0166,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1403000.0,S,3188,1,2,495.0,,,Bayside,-37.9428,145.0092,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1682000.0,S,3188,1,1,767.0,,,Bayside,-37.9365,145.02200000000005,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1875000.0,PI,3188,2,3,685.0,,,Bayside,-37.9412,145.0021,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,685000.0,PI,3188,1,2,0.0,,,Bayside,-37.9339,145.0023,Southern Metropolitan,3199.0,245.11267
Hampton,2,h,1615000.0,SA,3188,1,1,801.0,,1934,Bayside,-37.9348,145.0162,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1450000.0,S,3188,2,3,450.0,,,Bayside,-37.9341,145.02,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,786000.0,S,3188,1,1,162.0,,1970,Bayside,-37.9379,145.0061,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,742000.0,S,3188,3,2,245.0,,,Bayside,-37.9442,145.0016,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1050000.0,S,3188,2,2,357.0,120.0,1970,Bayside,-37.9449,145.0144,Southern Metropolitan,3199.0,245.11267
Hampton,2,h,1690000.0,S,3188,1,1,319.0,,,Bayside,-37.9409,145.0001,Southern Metropolitan,3199.0,245.11267
Hampton,3,u,810000.0,S,3188,1,1,195.0,115.0,1960,Bayside,-37.9396,145.0156,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1460000.0,S,3188,2,2,413.0,137.0,1970,Bayside,-37.933,144.9975,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1620000.0,SP,3188,1,2,783.0,,,Bayside,-37.9359,145.017,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1420000.0,S,3188,2,2,277.0,,2012,Bayside,-37.9393,145.0226,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,875500.0,S,3188,2,1,225.0,118.0,1970,Bayside,-37.9442,145.0018,Southern Metropolitan,3199.0,245.11267
Hampton,3,t,1400000.0,S,3188,2,1,211.0,,2000,Bayside,-37.9427,145.0084,Southern Metropolitan,3199.0,245.11267
Hampton,3,u,1457500.0,S,3188,2,2,0.0,,,Bayside,-37.9371,145.0035,Southern Metropolitan,3199.0,245.11267
Hampton,2,h,1465000.0,S,3188,1,2,581.0,,,Bayside,-37.9323,145.0225,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1610000.0,S,3188,1,2,569.0,,,Bayside,-37.9419,145.01,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,750000.0,PI,3188,1,2,153.0,,1970,Bayside,-37.9429,145.0049,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1320000.0,S,3188,2,2,320.0,,,Bayside,-37.9364,145.02100000000004,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,896000.0,S,3188,2,2,677.0,,,Bayside,-37.9448,145.0186,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1450000.0,S,3188,2,2,413.0,,,Bayside,-37.9352,145.0009,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,898000.0,S,3188,1,1,266.0,,1970,Bayside,-37.9344,145.004,Southern Metropolitan,3199.0,245.11267
Hampton,1,u,500000.0,SP,3188,1,1,0.0,,,Bayside,-37.9414,145.0016,Southern Metropolitan,3199.0,245.11267
Hampton,3,t,1100000.0,S,3188,2,1,355.0,140.0,1987,Bayside,-37.9391,145.012,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,800000.0,SP,3188,1,2,282.0,,,Bayside,-37.9444,145.0231,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,691000.0,S,3188,1,1,0.0,,,Bayside,-37.9392,145.0186,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,450000.0,PI,3188,2,1,0.0,70.0,2007,Bayside,-37.9462,145.0212,Southern Metropolitan,3199.0,245.11267
Hampton,3,t,1140000.0,S,3188,2,2,224.0,,1999,Bayside,-37.9336,144.997,Southern Metropolitan,3199.0,245.11267
Hampton,2,u,500000.0,PI,3188,1,1,0.0,61.0,1970,Bayside,-37.9436,145.0027,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1460000.0,S,3188,3,2,562.0,228.0,1950,Bayside,-37.9369,145.0163,Southern Metropolitan,3199.0,245.11267
Hampton,3,t,820000.0,VB,3188,2,2,0.0,,,Bayside,-37.9368,145.0242,Southern Metropolitan,3199.0,245.11267
Hampton,2,t,915500.0,S,3188,2,1,0.0,148.0,,Bayside,-37.9431,145.0118,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1740000.0,S,3188,3,2,414.0,209.0,1950,Bayside,-37.9401,145.0083,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,1800000.0,S,3188,2,1,667.0,184.0,1935,Bayside,-37.9315,145.0109,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,2160000.0,S,3188,2,1,577.0,231.0,1940,Bayside,-37.9382,144.9997,Southern Metropolitan,3199.0,245.11267
Hampton,3,h,1800000.0,S,3188,2,2,920.0,,,Bayside,-37.9452,145.0113,Southern Metropolitan,3199.0,245.11267
Hampton,4,h,2250000.0,S,3188,2,2,647.0,260.0,1925,Bayside,-37.9407,145.0104,Southern Metropolitan,3199.0,245.11267
